Gene name in Model,Gene ID,Reaction,Reaction Name,Reaction Formula,GPR in model,Pathway
408311,DVU1208,rxn08550,glycerol-3-phosphate acyltransferase (C161),cpd00080[c] + cpd15239[c]  -> cpd15326[c] + cpd11493[c] ,( 408311 and 208730 ),
408311,DVU1208,rxn10205,isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,cpd11432[c] + cpd00080[c]  -> cpd00010[c] + cpd15671[c] ,( 408311 and 208730 ),
408311,DVU1208,rxn10206,anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,cpd00080[c] + cpd11434[c]  -> cpd15672[c] + cpd00010[c] ,( 408311 and 208730 ),
408311,DVU1208,rxn10210,isohexadecanoyl-glycerol-3-phosphate O-acyltransferase,cpd11441[c] + cpd00080[c]  -> cpd15676[c] + cpd00010[c] ,( 408311 and 208730 ),
408311,DVU1208,rxn08552,glycerol-3-phosphate acyltransferase (C181),cpd11825[c] + cpd00080[c]  -> cpd11493[c] + cpd15328[c] ,( 408311 and 208730 ),
408311,DVU1208,rxn10203,myristoyl-glycerol-3-phosphate O-acyltransferase,cpd00080[c] + cpd01695[c]  -> cpd15331[c] + cpd00010[c] ,( 408311 and 208730 ),
408311,DVU1208,rxn08549,glycerol-3-phosphate acyltransferase (C160),cpd15277[c] + cpd00080[c]  -> cpd15327[c] + cpd11493[c] ,( 408311 and 208730 ),
408311,DVU1208,rxn10204,stearoyl-glycerol-3-phosphate O-acyltransferase,cpd00327[c] + cpd00080[c]  -> cpd00010[c] + cpd15329[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn08548,glycerol-3-phosphate acyltransferase (C141),cpd15294[c] + cpd00080[c]  -> cpd15330[c] + cpd11493[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn08546,glycerol-3-phosphate acyltransferase (C120),cpd11468[c] + cpd00080[c]  -> cpd15325[c] + cpd11493[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn10209,anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase,cpd00080[c] + cpd11439[c]  -> cpd15675[c] + cpd00010[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn10202,palmitoyl-glycerol-3-phosphate O-acyltransferase,cpd00134[c] + cpd00080[c]  -> cpd15327[c] + cpd00010[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn08551,glycerol-3-phosphate acyltransferase (C180),cpd15268[c] + cpd00080[c]  -> cpd11493[c] + cpd15329[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn08547,glycerol-3-phosphate acyltransferase (C140),cpd11466[c] + cpd00080[c]  -> cpd15331[c] + cpd11493[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn10207,isotetradecanoyl-glycerol-3-phosphate O-acyltransferase,cpd11435[c] + cpd00080[c]  -> cpd15673[c] + cpd00010[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn10208,isopentadecanoyl-glycerol-3-phosphate O-acyltransferase,cpd11437[c] + cpd00080[c]  -> cpd15674[c] + cpd00010[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn08550,glycerol-3-phosphate acyltransferase (C161),cpd00080[c] + cpd15239[c]  -> cpd15326[c] + cpd11493[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn10205,isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,cpd11432[c] + cpd00080[c]  -> cpd00010[c] + cpd15671[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn10206,anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,cpd00080[c] + cpd11434[c]  -> cpd15672[c] + cpd00010[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn10210,isohexadecanoyl-glycerol-3-phosphate O-acyltransferase,cpd11441[c] + cpd00080[c]  -> cpd15676[c] + cpd00010[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn08552,glycerol-3-phosphate acyltransferase (C181),cpd11825[c] + cpd00080[c]  -> cpd11493[c] + cpd15328[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn10203,myristoyl-glycerol-3-phosphate O-acyltransferase,cpd00080[c] + cpd01695[c]  -> cpd15331[c] + cpd00010[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn08549,glycerol-3-phosphate acyltransferase (C160),cpd15277[c] + cpd00080[c]  -> cpd15327[c] + cpd11493[c] ,( 408311 and 208730 ),
208730,DVU3208,rxn10204,stearoyl-glycerol-3-phosphate O-acyltransferase,cpd00327[c] + cpd00080[c]  -> cpd00010[c] + cpd15329[c] ,( 408311 and 208730 ),
206529,DVU1094,rxn00802,N-(L-Argininosuccinate) arginie-lyase,cpd02152[c]  <=> cpd00106[c] + cpd00051[c] ,206529,Arginine Biosynthesis
208167,DVU2668,rxn03638,Acetyl-CoAD-glucosamine-1-phosphate N-acetyltransferase,cpd03671[c] + cpd00022[c]  -> cpd00067[c] + cpd02611[c] + cpd00010[c] ,208167,Peptidoglycan Biosynthesis
208167,DVU2668,rxn00293,UTPN-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase,cpd02611[c] + cpd00062[c]  <=> cpd00037[c] + cpd00012[c] ,208167,Peptidoglycan Biosynthesis
208256,DVU2750,rxn07587,rxn07587,cpd00017[c] + cpd14960[c]  <=> cpd00067[c] + cpd00019[c] + cpd08372[c] ,208256,Cobalamin synthesis
208667,DVU3148,rxn08127,Amylomaltase (maltotetraose),cpd00179[c] + cpd01399[c]  <=> cpd15495[c] + cpd00027[c] ,208667,Maltose and Maltodextrin Utilization
208667,DVU3148,rxn08128,Amylomaltase (maltopentaose),cpd00179[c] + cpd15495[c]  <=> cpd01329[c] + cpd00027[c] ,208667,Maltose and Maltodextrin Utilization
208667,DVU3148,rxn08126,Amylomaltase (maltotriose),cpd01262[c] + cpd00179[c]  <=> cpd01399[c] + cpd00027[c] ,208667,Maltose and Maltodextrin Utilization
208667,DVU3148,rxn08129,Amylomaltase (maltohexaose),cpd00179[c] + cpd01329[c]  <=> cpd15494[c] + cpd00027[c] ,208667,Maltose and Maltodextrin Utilization
206221,DVU0794,rxn05323,Tetradecanoyl-[acyl-carrier protein]malonyl-CoA,cpd11466[c] + cpd00006[c]  <=> cpd00005[c] + cpd00067[c] + cpd11467[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05442,11-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd11535[c] + cpd00005[c] + cpd00067[c]  -> cpd11536[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05436,10-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd11510[c] + cpd00005[c] + cpd00067[c]  -> cpd11511[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05448,10-methyl-trans-undec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd11560[c] + cpd00005[c] + cpd00067[c]  -> cpd00006[c] + cpd11561[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05441,9-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11531[c]  -> cpd00006[c] + cpd11532[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05328,Hexadecanoyl-[acyl-carrier protein]malonyl-CoA,cpd11476[c] + cpd00006[c]  <=> cpd00005[c] + cpd00067[c] + cpd11477[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05447,8-methyl-trans-non-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd11556[c] + cpd00005[c] + cpd00067[c]  -> cpd11557[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05438,14-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd11518[c] + cpd00005[c] + cpd00067[c]  -> cpd11519[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05445,4-methyl-trans-pent-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11548[c]  -> cpd11549[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05446,6-methyl-trans-hept-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd11552[c] + cpd00005[c] + cpd00067[c]  -> cpd11553[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05435,8-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11506[c]  -> cpd11507[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05327,Decanoyl-[acyl-carrier protein]malonyl-CoA,cpd11474[c] + cpd00006[c]  <=> cpd00005[c] + cpd11475[c] + cpd00067[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05450,14-methyl-trans-pentadec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd11568[c] + cpd00067[c]  -> cpd11569[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05326,Hexanoyl-[acyl-carrier protein]malonyl-CoA,cpd00006[c] + cpd11472[c]  <=> cpd00005[c] + cpd00067[c] + cpd11473[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05437,12-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11514[c]  -> cpd11515[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05440,7-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd11527[c] + cpd00005[c] + cpd00067[c]  -> cpd11528[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05444,15-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11543[c]  -> cpd11544[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05324,Dodecanoyl-[acyl-carrier protein]malonyl-CoA,cpd11468[c] + cpd00006[c]  <=> cpd11469[c] + cpd00005[c] + cpd00067[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05464,trans-Octodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11572[c]  -> cpd11573[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05433,4-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd11498[c] + cpd00067[c]  -> cpd00006[c] + cpd11499[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05322,Butyryl-[acyl-carrier protein]malonyl-CoA,cpd11464[c] + cpd00006[c]  <=> cpd00005[c] + cpd00067[c] + cpd11465[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05325,Octanoyl-[acyl-carrier protein]malonyl-CoA,cpd11470[c] + cpd00006[c]  <=> cpd00005[c] + cpd00067[c] + cpd11471[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05439,5-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11523[c]  -> cpd00006[c] + cpd11524[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05443,13-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11539[c]  -> cpd11540[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05434,6-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11502[c]  -> cpd11503[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn05449,12-methyl-trans-tridec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),cpd00005[c] + cpd00067[c] + cpd11564[c]  -> cpd11565[c] + cpd00006[c] ,206221,Fatty acid biosynthesis
206221,DVU0794,rxn08387,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1),cpd00005[c] + cpd00067[c] + cpd15569[c]  -> cpd00006[c] + cpd15415[c] ,206221,
206221,DVU0794,rxn08391,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1),cpd00005[c] + cpd00067[c] + cpd15570[c]  -> cpd15294[c] + cpd00006[c] ,206221,
206221,DVU0794,rxn08395,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1),cpd00005[c] + cpd00067[c] + cpd15571[c]  -> cpd00006[c] + cpd15239[c] ,206221,
206221,DVU0794,rxn08399,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1),cpd00005[c] + cpd00067[c] + cpd15568[c]  -> cpd11825[c] + cpd00006[c] ,206221,
209351,DVU0415,rxn12847,Gly-Try aminopeptidase,cpd15606[c] + cpd00001[c]  <=> cpd00033[c] + cpd00069[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12636,aminopeptidase,cpd11590[c] + cpd00067[c] + cpd00001[c]  <=> cpd00035[c] + cpd00060[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12644,aminopeptidase,cpd00001[c] + cpd11582[c]  <=> cpd00161[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12846,Gly-Phe aminopeptidase,cpd00001[c] + cpd15605[c]  <=> cpd00066[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12637,aminopeptidase,cpd11589[c] + cpd00001[c]  <=> cpd00041[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12638,aminopeptidase,cpd11588[c] + cpd00001[c]  -> cpd00067[c] + cpd00129[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12643,aminopeptidase,cpd00001[c] + cpd11583[c]  -> cpd00107[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12845,Gly-Leu aminopeptidase,cpd15604[c] + cpd00001[c]  <=> cpd00107[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12642,aminopeptidase,cpd11584[c] + cpd00001[c]  <=> cpd00119[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12635,aminopeptidase,cpd11591[c] + cpd00001[c]  <=> cpd00033[c] + cpd00060[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12844,Gly-Cys aminopeptidase,cpd00001[c] + cpd15603[c]  <=> cpd00033[c] + cpd00084[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12634,aminopeptidase,cpd11592[c] + cpd00001[c]  <=> cpd00033[c] + cpd00023[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12639,aminopeptidase,cpd11587[c] + cpd00001[c]  <=> cpd00053[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12641,aminopeptidase,cpd00001[c] + cpd11585[c]  <=> cpd00033[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12633,aminopeptidase,cpd11593[c] + cpd00001[c]  <=> cpd00041[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12640,aminopeptidase,cpd11586[c] + cpd00001[c]  <=> cpd00035[c] + cpd00023[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn00650,membrane alanyl aminopeptidase,cpd00001[c] + cpd01017[c]  <=> cpd00033[c] + cpd00084[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12646,aminopeptidase,cpd11580[c] + cpd00001[c]  <=> cpd00053[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209351,DVU0415,rxn12645,aminopeptidase,cpd00001[c] + cpd11581[c]  <=> cpd00132[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12847,Gly-Try aminopeptidase,cpd15606[c] + cpd00001[c]  <=> cpd00033[c] + cpd00069[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12636,aminopeptidase,cpd11590[c] + cpd00067[c] + cpd00001[c]  <=> cpd00035[c] + cpd00060[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12644,aminopeptidase,cpd00001[c] + cpd11582[c]  <=> cpd00161[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12846,Gly-Phe aminopeptidase,cpd00001[c] + cpd15605[c]  <=> cpd00066[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12637,aminopeptidase,cpd11589[c] + cpd00001[c]  <=> cpd00041[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12638,aminopeptidase,cpd11588[c] + cpd00001[c]  -> cpd00067[c] + cpd00129[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12643,aminopeptidase,cpd00001[c] + cpd11583[c]  -> cpd00107[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12845,Gly-Leu aminopeptidase,cpd15604[c] + cpd00001[c]  <=> cpd00107[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12642,aminopeptidase,cpd11584[c] + cpd00001[c]  <=> cpd00119[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12635,aminopeptidase,cpd11591[c] + cpd00001[c]  <=> cpd00033[c] + cpd00060[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12844,Gly-Cys aminopeptidase,cpd00001[c] + cpd15603[c]  <=> cpd00033[c] + cpd00084[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12634,aminopeptidase,cpd11592[c] + cpd00001[c]  <=> cpd00033[c] + cpd00023[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12639,aminopeptidase,cpd11587[c] + cpd00001[c]  <=> cpd00053[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12641,aminopeptidase,cpd00001[c] + cpd11585[c]  <=> cpd00033[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12633,aminopeptidase,cpd11593[c] + cpd00001[c]  <=> cpd00041[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12640,aminopeptidase,cpd11586[c] + cpd00001[c]  <=> cpd00035[c] + cpd00023[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn00650,membrane alanyl aminopeptidase,cpd00001[c] + cpd01017[c]  <=> cpd00033[c] + cpd00084[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12646,aminopeptidase,cpd11580[c] + cpd00001[c]  <=> cpd00053[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
206766,DVU1324,rxn12645,aminopeptidase,cpd00001[c] + cpd11581[c]  <=> cpd00132[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12847,Gly-Try aminopeptidase,cpd15606[c] + cpd00001[c]  <=> cpd00033[c] + cpd00069[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12636,aminopeptidase,cpd11590[c] + cpd00067[c] + cpd00001[c]  <=> cpd00035[c] + cpd00060[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12644,aminopeptidase,cpd00001[c] + cpd11582[c]  <=> cpd00161[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12846,Gly-Phe aminopeptidase,cpd00001[c] + cpd15605[c]  <=> cpd00066[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12637,aminopeptidase,cpd11589[c] + cpd00001[c]  <=> cpd00041[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12638,aminopeptidase,cpd11588[c] + cpd00001[c]  -> cpd00067[c] + cpd00129[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12643,aminopeptidase,cpd00001[c] + cpd11583[c]  -> cpd00107[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12845,Gly-Leu aminopeptidase,cpd15604[c] + cpd00001[c]  <=> cpd00107[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12642,aminopeptidase,cpd11584[c] + cpd00001[c]  <=> cpd00119[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12635,aminopeptidase,cpd11591[c] + cpd00001[c]  <=> cpd00033[c] + cpd00060[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12844,Gly-Cys aminopeptidase,cpd00001[c] + cpd15603[c]  <=> cpd00033[c] + cpd00084[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12634,aminopeptidase,cpd11592[c] + cpd00001[c]  <=> cpd00033[c] + cpd00023[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12639,aminopeptidase,cpd11587[c] + cpd00001[c]  <=> cpd00053[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12641,aminopeptidase,cpd00001[c] + cpd11585[c]  <=> cpd00033[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12633,aminopeptidase,cpd11593[c] + cpd00001[c]  <=> cpd00041[c] + cpd00035[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12640,aminopeptidase,cpd11586[c] + cpd00001[c]  <=> cpd00035[c] + cpd00023[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn00650,membrane alanyl aminopeptidase,cpd00001[c] + cpd01017[c]  <=> cpd00033[c] + cpd00084[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12646,aminopeptidase,cpd11580[c] + cpd00001[c]  <=> cpd00053[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
209230,DVU0296,rxn12645,aminopeptidase,cpd00001[c] + cpd11581[c]  <=> cpd00132[c] + cpd00033[c] ,(( 209351 ) or ( 206766 ) or ( 209230 )),Dehydrogenase complexes
207073,DVU1622,rxn03084,5-PhosphoribosylformylglycinamideL-glutamine amido-ligase,cpd00053[c] + cpd02678[c] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd02826[c] + cpd00067[c] + cpd00008[c] + cpd00023[c] ,( 207073 and 208702 ),De Novo Purine Biosynthesis
208702,DVU3181,rxn03084,5-PhosphoribosylformylglycinamideL-glutamine amido-ligase,cpd00053[c] + cpd02678[c] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd02826[c] + cpd00067[c] + cpd00008[c] + cpd00023[c] ,( 207073 and 208702 ),De Novo Purine Biosynthesis
209643,DVUA0076,rxn10195,Teichoic acid (glucose substituted) export,cpd15666[c] + cpd15662[c]  <=> cpd15669[c] + cpd00286[c] ,209643,Rhamnose containing glycans
209643,DVUA0076,rxn10194,Teichoic acid (unsubstituted) export,cpd15661[c] + cpd15666[c]  <=> cpd15667[c] + cpd00286[c] ,209643,Rhamnose containing glycans
209643,DVUA0076,rxn10196,Teichoic acid (D-alanine substituted) export,cpd15666[c] + cpd15663[c]  <=> cpd15668[c] + cpd00286[c] ,209643,Rhamnose containing glycans
206643,DVU1204,rxn05371,8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),cpd00067[c] + cpd11492[c] + cpd11507[c]  -> cpd11493[c] + cpd11508[c] + cpd00011[c] ,( 206643 and 206646 and 208060 ),Fatty acid biosynthesis
206643,DVU1204,rxn05347,Acyl-[acyl-carrier-protein]malonyl-[acyl-carrier-protein],cpd00067[c] + cpd11492[c] + cpd11494[c]  -> cpd11488[c] + cpd11493[c] + cpd00011[c] ,( 206643 and 206646 and 208060 ),Fatty acid biosynthesis
206643,DVU1204,rxn05400,11-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),cpd00067[c] + cpd11492[c] + cpd11536[c]  -> cpd11537[c] + cpd11493[c] + cpd00011[c] ,( 206643 and 206646 and 208060 ),Fatty acid biosynthesis
206643,DVU1204,rxn05425,10-methyl-undecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),cpd00067[c] + cpd11492[c] + cpd11561[c]  -> cpd11493[c] + cpd11562[c] + cpd00011[c] ,( 206643 and 206646 and 208060 ),Fatty acid biosynthesis
206643,DVU1204,rxn05421,8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),cpd11557[c] + cpd00067[c] + cpd11492[c]  -> cpd11493[c] + cpd11558[c] + cpd00011[c] ,( 206643 and 206646 and 208060 ),Fatty acid biosynthesis
206643,DVU1204,rxn05392,7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),cpd11528[c] + cpd00067[c] + cpd11492[c]  -> cpd11529[c] + cpd11493[c] + cpd00011[c] ,( 206643 and 206646 and 208060 ),Fatty acid biosynthesis
206643,DVU1204,rxn05460,3-Oxooctodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),cpd00067[c] + cpd11476[c] + cpd11492[c]  -> cpd11493[c] + cpd00011[c] + cpd11570[c] ,( 206643 and 206646 and 208060 ),Fatty acid biosynthesis
