,,,,,,,,,,,,Methane as objective,,,,,,,,,,,
DvH,rxn01512,No,No,ATPnucleoside-diphosphate phosphatransferase,pyrimidine conversions v2,Metabolic_Overview,207820,-1000,1000,Reversible/bi-directional,Intracellular,0.001228706,0.000933695,0.000991653,0.000994198,0.000760118,0.001333168,0.001733155,0.001627305,0.001607578,0.001314268,0.001560278,0.00186096
DvH,rxn00883,No,No,1D-myo-Inositol 3-phosphate phosphahydrolase,Di-Inositol-Phosphate biosynthesis,Metabolic_Overview,207139,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn12846,No,No,Gly-Phe aminopeptidase,Dehydrogenase complexes,Metabolic_Overview,(( 209351 ) or ( 206766 ) or ( 209230 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05161,No,No,L-Leucine-ABC transport,Transporters ,Metabolic_Overview,(( 206137 and 206138 and 206139 and 206140 and 206141 ) or ( 209486 and 209487 and 209488 and 209489 and 209490 ) or ( 208246 and 208247 and 208248 and 208250 ) or ( 206164 ) or ( 206236 )),0,1000,Irreversible/uni-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn08547,No,No,glycerol-3-phosphate acyltransferase (C140),"""",Metabolic_Overview,( 408311 and 208730 ),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01302,No,No,L-HomoserineNADP+ oxidoreductase,Methionine Biosynthesis,Metabolic_Overview,206318,-1000,1000,Reversible/bi-directional,Intracellular,0.47818386,0,0.774268195,0.776254773,0.593488913,1.040917966,0.67450344,0,1.255172734,1.026160588,1.218241804,0
DvH,rxn01466,No,No,Geranyl-diphosphateisopentenyl-diphosphate geranyltrans-transferase,"""",Metabolic_Overview,206791,0,1000,Irreversible/uni-directional,Intracellular,3.45E-06,2.62E-06,2.78E-06,2.79E-06,2.13E-06,3.74E-06,4.86E-06,4.57E-06,4.51E-06,3.69E-06,4.38E-06,5.22E-06
DvH,rxn03406,No,No,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-,"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis",Metabolic_Overview,208921,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05422,No,No,10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05448,No,No,10-methyl-trans-undec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid biosynthesis,Metabolic_Overview,206221,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05358,No,No,2-methylbutanoyl-CoA[acyl-carrier-protein] transferase,Fatty acid biosynthesis,Metabolic_Overview,206688,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00048,No,No,"6,7-Dimethyl-8-(1-D-ribityl)lumazine6,7-dimethyl-8-(1-D-ribityl)","Riboflavin, FMN and FAD metabolism",Metabolic_Overview,206639,0,1000,Irreversible/uni-directional,Intracellular,2.80E-05,2.12E-05,2.26E-05,2.26E-05,1.73E-05,3.03E-05,3.94E-05,3.70E-05,3.66E-05,2.99E-05,3.55E-05,4.23E-05
DvH,rxn10233,No,No,anteisoheptadecanoyl-phosphatidylserine decarboxylase,Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Metabolic_Overview,208492,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01106,No,No,"2-Phospho-D-glycerate 2,3-phosphomutase",Threonine and Homoserine Biosynthesis,Metabolic_Overview,(( 208445 ) or ( 207070 ) or ( 206317 )),-1000,1000,Reversible/bi-directional,Intracellular,0.204390802,0,-0.029211935,0,-0.022391414,0,0.288303956,-0.047936849,-0.047355715,0,0,0
DvH,rxn05201,No,No,Hypoxanthine ion-coupled transport,"""",Metabolic_Overview,207589,-1000,1000,Reversible/bi-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn02527,No,No,rxn02527,Acetone Butanol Ethanol Synthesis,Metabolic_Overview,(( 207685 ) or ( 208415 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn03164,Yes,Yes,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-","""",Metabolic_Overview,208005,0,1000,Irreversible/uni-directional,Intracellular,0.000831445,0.000631816,0.000671036,0.000672757,0.00051436,0.000902133,0.001172797,0.001101171,0.001087822,0.000889343,0.001055815,0.001259281
DvH,rxn02213,Yes,Yes,3-Dehydroquinate hydro-lyase,Chorismate Synthesis,Metabolic_Overview,207124,0,1000,Irreversible/uni-directional,Intracellular,0.023235085,0.017656372,0.018752369,0.018800483,0.01437399,0.025210486,0.032774307,0.030772679,0.030399624,0.02485307,0.029505176,0.035191126
DvH,rxn08669,No,No,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),Glycerol and Glycerol-3-phosphate Uptake and Utilization,Metabolic_Overview,209109,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn02200,No,No,"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine4-","""",Metabolic_Overview,206719,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00361,No,No,ATPadenylylsulfate 3-phosphotransferase,Cysteine Biosynthesis,Metabolic_Overview,209640,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn02789,Yes,Yes,2-Isopropylmalate hydro-lyase,Branched-Chain Amino Acid Biosynthesis,Metabolic_Overview,( 208495 and 208496 ),-1000,1000,Reversible/bi-directional,Intracellular,0.028241435,0.021460704,0.022792851,0.022851331,0.017471083,0.030642467,0.039836027,0.037403118,0.036949683,0.030208041,0.035862513,0.042773587
DvH,rxn05383,No,No,3-methylbutanoyl-CoA[acyl-carrier-protein] transferase,Fatty acid biosynthesis,Metabolic_Overview,206688,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00293,Yes,Yes,UTPN-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase,Peptidoglycan Biosynthesis,Metabolic_Overview,208167,-1000,1000,Reversible/bi-directional,Intracellular,0.004101496,0.003116733,0.0033102,0.003318693,0.002537321,0.004450198,0.005785376,0.005432045,0.005366193,0.004387106,0.005208304,0.006211997
DvH,rxn05542,No,No,Dipeptide transport via ABC system (ala-gly),Transporters ,Metabolic_Overview,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),0,1000,Irreversible/uni-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05229,Yes,Yes,NCAIR synthetase and NCAIR mutase,De Novo Purine Biosynthesis,Metabolic_Overview,209423,0,1000,Irreversible/uni-directional,Intracellular,0.017054316,0.012959598,0.013764048,0.013799364,0.010550363,0.018504241,0.024056009,0.022586834,0.022313016,0.018241901,0.0216565,0.02582993
DvH,rxn01331,No,No,D-erythrose 4-phosphateNAD+ oxidoreductase,Calvin-Benson cycle,Metabolic_Overview,(( 207621 ) or ( 209506 )),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05397,No,No,11-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn12637,No,No,aminopeptidase,Dehydrogenase complexes,Metabolic_Overview,(( 209351 ) or ( 206766 ) or ( 209230 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05740,No,No,cpd00155 phosphorylase,Maltose and Maltodextrin Utilization,Metabolic_Overview,207837,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00800,Yes,Yes,"N6-(1,2-Dicarboxyethyl)AMP AMP-lyase","""",Metabolic_Overview,208452,-1000,1000,Reversible/bi-directional,Intracellular,0.007374745,0.005604078,0.005951944,0.005967216,0.00456226,0.008001731,0.010402465,0.009767154,0.009648748,0.007888288,0.009364853,0.011169556
DvH,rxn05415,No,No,6-methyl-3-hydroxy-heptanoyl-ACP hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10194,No,No,Teichoic acid (unsubstituted) export,Rhamnose containing glycans,Metabolic_Overview,209643,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn03062,Yes,Yes,3-IsopropylmalateNAD+ oxidoreductase,Branched-Chain Amino Acid Biosynthesis,Metabolic_Overview,208498,-1000,1000,Reversible/bi-directional,Intracellular,0.028241435,0.021460704,0.022792851,0.022851331,0.017471083,0.030642467,0.039836027,0.037403118,0.036949683,0.030208041,0.035862513,0.042773587
DvH,rxn05234,No,No,Ribonucleotide reductase GTP,Ribonucleotide reduction,Metabolic_Overview,(( 209233 ) or ( 208457 )),0,1000,Irreversible/uni-directional,Intracellular,0.002106353,0.001600621,0.001699977,0,0.00130306,0,0.002971122,0.002789667,0.002755848,0.00225303,0.002674762,0.003190217
DvH,rxn03181,No,No,"ATP2,3,2,3-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-",KDO2-Lipid A biosynthesis,Metabolic_Overview,207963,-1000,1000,Reversible/bi-directional,Intracellular,0.001219303,0.00092655,0.000984064,0.000986589,0.000754301,0.001322966,0.001719891,0.001614852,0.001595275,0.00130421,0.001548337,0.001846718
DvH,rxn05441,No,No,9-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid biosynthesis,Metabolic_Overview,206221,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10342,No,No,isohexadecanoyl-cardiolipin synthase,Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Metabolic_Overview,209360,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00463,No,No,Uridine triphosphate pyrophosphohydrolase,"""",Metabolic_Overview,206625,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05426,No,No,12-methyl-3-oxo-tridecanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00974,No,No,citrate hydro-lyase,Glyoxylate bypass,Metabolic_Overview,206498,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01388,No,No,isocitrate hydro-lyase,Glyoxylate bypass,Metabolic_Overview,206498,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00902,Yes,Yes,3-Carboxy-3-hydroxy-4-methylpentanoate 3-methyl-2-oxobutanoate-lyase,Branched-Chain Amino Acid Biosynthesis,Metabolic_Overview,208494,-1000,1000,Reversible/bi-directional,Intracellular,-0.028241435,-0.021460704,-0.022792851,-0.022851331,-0.017471083,-0.030642467,-0.039836027,-0.037403118,-0.036949683,-0.030208041,-0.035862513,-0.042773587
DvH,rxn00503,No,No,L-1-Pyrroline-5-carboxylateNAD+ oxidoreductase,Arginine and Ornithine Degradation,Metabolic_Overview,208845,-1000,1000,Reversible/bi-directional,Intracellular,-0.013860558,-0.010532656,-0.011186458,-0.01121516,-0.008574598,-0.015038956,-0.019551045,-0.018357002,-0.018134462,-0.014825744,-0.017600892,-0.020992764
DvH,rxn03962,No,No,"GDP-L-fucoseNADP+ 4-oxidoreductase (3,5-epimerizing)",Colanic acid biosynthesis,Metabolic_Overview,209019,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn03909,Yes,Yes,1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating),Pyridoxin (Vitamin B6) Biosynthesis,Metabolic_Overview,206792,0,1000,Irreversible/uni-directional,Intracellular,3.79E-05,2.88E-05,3.06E-05,3.07E-05,2.35E-05,4.12E-05,5.35E-05,5.02E-05,4.96E-05,4.06E-05,4.82E-05,5.74E-05
DvH,rxn00119,Yes,Yes,ATPnucleoside-phosphate phosphotransferase,"""",Metabolic_Overview,(( 206299 ) or ( 206462 )),-1000,1000,Reversible/bi-directional,Intracellular,0.0227883,0.017316859,0.018391781,0.01843897,0.014097594,0.024725716,0.032144093,0.030180954,0.029815073,0.024375173,0.028937824,0.03451444
DvH,rxn01791,No,No,(R)-Pantoatebeta-alanine ligase (AMP-forming),"""",Metabolic_Overview,207941,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10214,No,No,isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,"""",Metabolic_Overview,207147,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05328,Yes,Yes,Hexadecanoyl-[acyl-carrier protein]malonyl-CoA,Fatty acid biosynthesis,Metabolic_Overview,206221,-1000,1000,Reversible/bi-directional,Intracellular,-0.008000883,-0.006079882,-0.006457283,-0.006473851,-0.00494961,-0.008681103,-0.011285666,-0.010596416,-0.010467956,-0.008558028,-0.010159958,-0.012117886
DvH,rxn04070,No,No,pyridoxine 5-phosphate synthase,Pyridoxin (Vitamin B6) Biosynthesis,Metabolic_Overview,207377,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn03978,No,No,ammoniaferricytochrome-c oxidoreductase,Transporters ,Metabolic_Overview,209571,0,1000,Irreversible/uni-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn03446,No,No,O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water),Threonine and Homoserine Biosynthesis,Metabolic_Overview,208732,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05332,Yes,Yes,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0.008000883,0.006079882,0.006457283,0.006473851,0.00494961,0.008681103,0.011285666,0.010596416,0.010467956,0.008558028,0.010159958,0.012117886
DvH,rxn01519,No,No,dUTP nucleotidohydrolase,rRNA methylation in clusters,Metabolic_Overview,(( 207836 ) or ( 206625 )),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10230,No,No,anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,"""",Metabolic_Overview,208493,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn03004,No,No,10-Formyltetrahydrofolate5-phosphoribosylglycinamide,De Novo Purine Biosynthesis,Metabolic_Overview,206162,-1000,1000,Reversible/bi-directional,Intracellular,0.017054316,0.012959598,0.013764048,0.013799364,0.010550363,0.018504241,0.024056009,0.022586834,0.022313016,0.018241901,0.0216565,0.02582993
DvH,rxn00029,No,No,5-Aminolevulinate hydro-lyase(adding 5-aminolevulinate and,"""",Metabolic_Overview,206283,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05654,No,No,succinate transporter in/out via proton symport,"Citrate Metabolism, Transport, and Regulation",Metabolic_Overview,(( 206132 ) or ( 208938 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01465,Yes,Yes,(S)-Dihydroorotate amidohydrolase,"""",Metabolic_Overview,208412,-1000,1000,Reversible/bi-directional,Intracellular,-0.020737551,-0.015758493,-0.016736681,-0.016779624,-0.012828933,-0.022500617,-0.029251405,-0.027464931,-0.027131976,-0.02218162,-0.026333672,-0.031408441
DvH,rxn02056,No,No,S-Adenosyl-L-methionineuroporphyrin-III C-methyltransferase,"""",Metabolic_Overview,(( 206070 ) or ( 206807 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05364,No,No,6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05372,No,No,10-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00863,Yes,Yes,L-HistidinalNAD+ oxidoreductase,Histidine Biosynthesis,Metabolic_Overview,206223,0,1000,Irreversible/uni-directional,Intracellular,0.005939164,0.004513179,0.004793329,0.004805627,0.003674163,0.006444101,0.008377503,0.007865863,0.007770506,0.006352741,0.007541875,0.008995271
DvH,rxn00242,No,No,"Guanosine-3,5-bis(diphosphate) 3-pyrophosphohydrolase","""",Metabolic_Overview,207557,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00405,No,No,L-Arginine carboxy-lyase,Arginine and Ornithine Degradation,Metabolic_Overview,209353,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00459,No,No,2-Phospho-D-glycerate hydro-lyase,Dehydrogenase complexes,Metabolic_Overview,209256,-1000,1000,Reversible/bi-directional,Intracellular,-0.204390802,0,0.029211935,0,0.022391414,0,-0.288303956,0.047936849,0.047355715,0,0,0
DvH,rxn10338,No,No,anteisoheptadecanoyl-cardiolipin synthase,Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Metabolic_Overview,209360,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10259,No,No,isoheptadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,Competence or DNA damage-inducible protein CinA and related protein families,Metabolic_Overview,207312,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10217,No,No,isopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,"""",Metabolic_Overview,207147,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn09449,No,No,fatty-acid--CoA ligase (octadecanoate),"""",Metabolic_Overview,(( 208637 ) or ( 206897 ) or ( 208580 )),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00691,No,No,10-Formyltetrahydrofolate amidohydrolase,One-carbon metabolism by tetrahydropterines,Metabolic_Overview,206988,-1000,0,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00929,No,No,L-ProlineNAD+ 5-oxidoreductase,"""",Metabolic_Overview,207819,-1000,1000,Reversible/bi-directional,Intracellular,-0.015089264,-0.011466352,-0.012178111,-0.012209357,-0.009334716,-0.016372124,-0.021284199,-0.019984308,-0.019742039,-0.016140012,-0.01916117,-0.022853724
DvH,rxn01316,No,No,N-Acetylneuraminate pyruvate-lyase (pyruvate-phosphorylating),CMP-N-acetylneuraminate Biosynthesis,Metabolic_Overview,(( 209283 ) or ( 208521 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn12638,No,No,aminopeptidase,Dehydrogenase complexes,Metabolic_Overview,(( 209351 ) or ( 206766 ) or ( 209230 )),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05329,Yes,Yes,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0.022308289,0.016952098,0.018004379,0.018050574,0.013800643,0.024204896,0.031467013,0.029545226,0.029187051,0.023861737,0.028328281,0.033787431
DvH,rxn05419,No,No,8-methyl-3-hydroxy-nonanoyl-ACP hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10263,No,No,anteisopentadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,Competence or DNA damage-inducible protein CinA and related protein families,Metabolic_Overview,207312,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00423,No,No,serine O-acetyltransferase,Cysteine Biosynthesis,Metabolic_Overview,206085,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn08756,No,No,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),"""",Metabolic_Overview,208983,0,1000,Irreversible/uni-directional,Intracellular,3.45E-05,2.62E-05,2.78E-05,2.79E-05,2.13E-05,3.74E-05,4.86E-05,4.57E-05,4.51E-05,3.69E-05,4.38E-05,5.22E-05
DvH,rxn03436,Yes,Yes,(S)-2-Aceto-2-hydroxybutanoateNADP+ oxidoreductase (isomerizing),Branched-Chain Amino Acid Biosynthesis,Metabolic_Overview,206820,-1000,1000,Reversible/bi-directional,Intracellular,0.018211181,0.0138387,0.014697721,0.014735431,0.011266037,0.01975946,0.025687827,0.024118992,0.023826599,0.019479325,0.02312555,0.02758208
DvH,rxn12643,No,No,aminopeptidase,Dehydrogenase complexes,Metabolic_Overview,(( 209351 ) or ( 206766 ) or ( 209230 )),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05430,No,No,14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01964,No,No,L-Serine hydro-lyase (adding indoleglycerol-phosphate),Tryptophan synthesis,Metabolic_Overview,( 209406 and 209407 ),0,1000,Irreversible/uni-directional,Intracellular,0.003563248,0.002707717,0.002875795,0.002883174,0.002204343,0.003866188,0.005026148,0.004719186,0.004661976,0.003811376,0.004524806,0.005396783
DvH,rxn08615,No,No,glycogen synthase (ADPGlc),Glycogen metabolism,Metabolic_Overview,207728,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
